Quel	DETrel	quel
.	PONfrt	.

Mes	CONcoo	mais
desur	PRE	dessure
lui	PROper	il
puinst	VERcjg	poindre
Evander	NOMpro	Evandre
,	PONfbl	,
De	PRE	de
sa	DETpos	son
lance	NOMcom	lance
li	PROper	il
fist	VERcjg	faire
lu	DETdef	le
fer	NOMcom	fer
Parmi	PRE	parmi
la	DETdef	le
gule	NOMcom	gueule
trespasser	VERinf	trespasser
,	PONfbl	,
Borel	NOMpro	Borel
chaï	VERcjg	choir
,	PONfbl	,
ne	ADVneg	ne
pot	VERcjg	pöoir
ester	VERinf	ester
.	PONfrt	.

Bretun	NOMpro	Breton
s'	PROper	soi
aloent	VERcjg	aller
esmaiant	VERppa	esmayer
Que	CONsub	que
de	PRE	de
lur	DETpos	leur
gent	NOMcom	gent
perdeient	VERcjg	perdre
tant	ADVgen	tant
;	PONfbl	;
Cuntre	PRE	contre
un	PROind	un
d'	PRE	de
els	PROper	eux
i	PROadv	i
ot	VERcjg	avoir
set	DETcar	sept
Romeins	NOMpro	Romain
.	PONfrt	.

Jas	ADVgen.PROper	jà.le
voleient	VERcjg	vouloir
saisir	VERinf	saisir
as	PRE.DETdef	à.le
meins	NOMcom	main
,	PONfbl	,
Mort	VERppe	mourir
u	CONcoo	ou
pris	VERppe	prendre
u	CONcoo	ou
descunfit	VERppe	déconfire
fussent	VERcjg	estre
E	CONcoo	et
lur	DETpos	leur
prisuns	NOMcom	prison
perdu	VERppe	perdre
eüssent	VERcjg	avoir
,	PONfbl	,
Mes	CONcoo	mais
Guitard	NOMpro	Guitard
,	PONfbl	,
li	DETdef	le
cuens	NOMcom	conte
de	PRE	de
Peitiers	NOMpro	Poitiers
,	PONfbl	,
Ki	PROrel	qui
guardot	VERcjg	garder
cel	DETdem	cil
jor	NOMcom	jor
les	DETdef	le
forriers	NOMcom	fourrier
,	PONfbl	,
Ot	VERcjg	avoir
sempres	ADVgen	sempres
la	DETdef	le
novele	NOMcom	novele
oïe	VERppe	öir
Que	CONsub	que
des	PRE.DETdef	de.le
Romeins	NOMpro	Romain
une	DETndf	un
partie	NOMcom	partie
Esteient	VERcjg	être
as	PRE.DETdef	à.le
prisuns	NOMcom	prison
rescurre	VERinf	rescourre
.	PONfrt	.

Cele	DETdem	cel
part	NOMcom	part
laissa	VERcjg	laisser
chevals	NOMcom	cheval
curre	VERinf	courir
,	PONfbl	,
Ovoc	PRE	avec
li	PROper	il
trei	DETcar	trois
mil	DETcar	mille
chevalier	NOMcom	chevalier
E	CONcoo	et
li	DETdef	le
forier	NOMcom	fourrier
e	CONcoo	et
li	DETdef	le
archier	NOMcom	archier
.	PONfrt	.

Romein	NOMpro	Romain
a	PRE	a
ferir	VERinf	férir
entendeient	VERcjg	entendre
,	PONfbl	,
Ki	PROrel	qui
les	DETdef	le
Bretuns	NOMpro	Breton
descunfiseient	VERcjg	déconfire
,	PONfbl	,
Quant	CONsub	quand
Guitart	NOMpro	Guitard
vint	VERcjg	venir
od	PRE	o
ses	DETpos	son
meisnees	NOMcom	maisniee
Espurunant	VERppa	éperonner
,	PONfbl	,
lances	NOMcom	lance
beissees	VERppe	baisser
;	PONfbl	;
Plus	ADVgen	plus
de	PRE	de
cent	PROcar	cent
en	PROadv	en
deschevalchierent	VERcjg	déchevaucher
Ki	PROrel	qui
unques	ADVgen	onques
puis	ADVgen	puis
ne	ADVneg	ne
redrescierent	VERcjg	redresser
.	PONfrt	.

Es	ADVgen	es
vus	PROper	vous
Romeins	NOMpro	Romain
tuz	ADVgen	tout
esbaïz	VERppe	esbäir
E	CONcoo	et
tuz	PROind	tous
se	PROper	soi
tindrent	VERcjg	tenir
pur	PRE	pour
huniz	VERppe	honnir
;	PONfbl	;
Quidoent	VERcjg	cuider
que	CONsub	que
Artur	NOMpro	Arthur
venist	VERcjg	venir
E	CONcoo	et
sa	DETpos	son
gent	NOMcom	gent
tute	ADJind	tout
le	PROper	il
siewist	VERcjg	suivre
.	PONfrt	.

Quant	CONsub	quand
tant	ADVgen	tant
virent	VERcjg	voir
des	PRE.DETdef	de.le
lur	PROpos	leur
chaeir	VERinf	choir
,	PONfbl	,
De	PRE	de
guarisun	NOMcom	guérison
n'	ADVneg	ne
orent	VERcjg	avoir
espeir	NOMcom	espoir
.	PONfrt	.

Cil	PROdem	cel
de	PRE	de
Peitou	NOMpro	Poitou
bien	ADVgen	bien
les	PROper	il
asaillent	VERcjg	assalir
E	CONcoo	et
li	DETdef	le
Bretun	NOMpro	Breton
pas	ADVneg	pas
ne	ADVneg	ne
lur	PROper	leur
faillent	VERcjg	falir
;	PONfbl	;
Li	DETdef	le
un	PROind	un
pur	PRE	pour
les	DETdef	le
altres	PROind	autre
s'	PROper	soi
avivent	VERcjg	aviver
E	CONcoo	et
des	PRE.DETdef	de.le
Romeins	NOMpro	Romain
abatre	VERinf	abattre
estrivent	VERcjg	estriver
,	PONfbl	,
E	CONcoo	et
Romein	NOMpro	Romain
turnerent	VERcjg	tourner
les	DETdef	le
dos	NOMcom	dos
,	PONfbl	,
Tuz	ADVgen	tout
descuverz	VERppe	découvrir
e	CONcoo	et
tut	ADVgen	tout
desclos	VERppe	desclore
;	PONfbl	;
As	PRE.DETdef	a
herberges	NOMcom	héberge
voldrent	VERcjg	vouloir
vertir	VERinf	vertir
,	PONfbl	,
Ne	ADVneg	ne
saveient	VERcjg	savoir
aillors	ADVgen	aillors
guarir	VERinf	guérir
.	PONfrt	.

Bretun	NOMpro	Breton
les	PROper	il
unt	VERcjg	avoir
lunges	ADVgen	longues
chacié	VERppe	chacier
E	CONcoo	et
lur	DETpos	leur
ocis	VERppe	occire
unt	VERcjg	avoir
bien	ADVgen	bien
vengié	VERppe	venger
,	PONfbl	,
Bien	ADVgen	bien
les	PROper	il
chacierent	VERcjg	chasser
e	CONcoo	et
ateinstrent	VERcjg	atteindre
,	PONfbl	,
Ki	PROrel	qui
d'	PRE	de
els	PROper	eux
abatre	VERinf	abattre
ne	ADVneg	ne
se	PROper	soi
feinstrent	VERcjg	feindre
.	PONfrt	.

Reis	NOMcom	roi
Evander	NOMpro	Evandre
e	CONcoo	et
Catellus	NOMpro	Catellus
E	CONcoo	et
des	PRE.DETdef	de.le
altres	PROind	autre
cinc	PROcar	cinq
cenz	PROcar	cent
u	CONcoo	ou
plus	ADVgen	plus
Furent	VERcjg	estre
ateint	VERppe	atteindre
e	CONcoo	et
abatu	VERppe	abatre
,	PONfbl	,
Esquanz	PROind	alquant
morz	VERppe	morir
,	PONfbl	,
esquanz	PROind	alquant
retenu	VERppe	retenir
;	PONfbl	;
Tant	ADVgen	tant
en	PROadv	en
pristrent	VERcjg	prendre
cum	CONsub	comme
prendre	VERinf	prendre
voldrent	VERcjg	vouloir
E	CONcoo	et
tant	ADVgen	tant
cum	CONsub	comme
amener	VERinf	amener
en	PROadv	en
porent	VERcjg	pöoir
,	PONfbl	,
Puis	ADVgen	puis
sunt	VERcjg	être
el	PRE.DETdef	en
chemin	NOMcom	chemin
returné	VERppe	retourner
U	PROrel	où
la	DETdef	le
bataille	NOMcom	bataille
aveit	VERcjg	avoir
esté	VERppe	être
;	PONfbl	;
Borel	NOMpro	Borel
,	PONfbl	,
le	DETdef	le
bon	ADJqua	bon
cunte	NOMcom	comte
del	PRE.DETdef	de
Mans	NOMpro	Mans
,	PONfbl	,
E	CONcoo	et
lur	DETpos	leur
morz	VERppe	morir
quistrent	VERcjg	quérir
par	PRE	par
les	DETdef	le
champs	NOMcom	champ
.	PONfrt	.

Le	DETdef	le
cunte	NOMcom	comte
troverent	VERcjg	trouver
gisant	VERppa	jesir
Ensanglanté	VERppe	ensanglanter
,	PONfbl	,
l'	DETdef	le
alme	NOMcom	âme
espirant	VERppa	expirer
.	PONfrt	.

Porter	VERinf	porter
en	PROadv	en
firent	VERcjg	faire
les	DETdef	le
nafrez	VERppe	navrer
E	CONcoo	et
les	DETdef	le
ocis	VERppe	occire
unt	VERcjg	avoir
enterrez	VERppe	enterrer
.	PONfrt	.

A	PRE	a
cels	PROdem	cil
qui	PROrel	que
Arthur	NOMpro	Arthur
ot	VERcjg	avoir
rové	VERppe	rover
,	PONfbl	,
E	CONcoo	et
si	ADVgen	si
cum	CONsub	comme
il	PROper	il
ot	VERcjg	avoir
cumandé	VERppe	commander
,	PONfbl	,
Les	DETdef	le
premerains	ADJord	premerain
prisuns	NOMcom	prison
chargierent	VERcjg	charger
E	CONcoo	et
a	PRE	a
Paris	NOMpro	Paris
les	PROper	il
enveerent	VERcjg	envoyer
.	PONfrt	.

Les	DETdef	le
altres	PROind	autre
pris	VERppe	prendre
novelement	ADVgen	nouvellement
Firent	VERcjg	faire
lier	VERinf	liier
estreitement	ADVgen	étroitement
;	PONfbl	;
Al	PRE.DETdef	à.le
chastel	NOMcom	chastel
od	PRE	o
els	PROper	eux
les	PROper	il
menerent	VERcjg	mener
,	PONfbl	,
A	PRE	a
lur	DETpos	leur
seignur	NOMcom	seigneur
les	PROper	il
presenterent	VERcjg	présenter
;	PONfbl	;
L'	DETdef	le
aventure	NOMcom	aventure
e	CONcoo	et
l'	DETdef	le
agueit	NOMcom	aguet
li	PROper	il
distrent	VERcjg	dire
E	CONcoo	et
tuit	PROind	tot
ensemble	ADVgen	ensemble
li	PROper	il
pramistrent	VERcjg	promettre
,	PONfbl	,
S'	CONsub	se
il	PROper	il
as	PRE.DETdef	à.le
Romeins	NOMpro	Romain
se	PROper	soi
cumbateit	VERcjg	combattre
,	PONfbl	,
Que	CONsub	que
senz	PRE	sans
dutance	NOMcom	doutance
les	PROper	il
veintreit	VERcjg	vaincre
.	PONfrt	.

L'	DETdef	le
emperere	NOMcom	empereur
sot	VERcjg	savoir
l'	DETdef	le
aventure	NOMcom	aventure
E	CONcoo	et
sot	VERcjg	savoir
la	DETdef	le
grant	ADJqua	grant
descunfiture	NOMcom	déconfiture
,	PONfbl	,
Sot	VERcjg	savoir
d'	PRE	de
Evander	NOMpro	Evandre
,	PONfbl	,
ki	PROrel	qui
ert	VERcjg	être
ocis	VERppe	occire
,	PONfbl	,
Sot	VERcjg	savoir
des	PRE.DETdef	de.le
altres	PROind	autre
ki	PROrel	qui
erent	VERcjg	être
pris	VERppe	prendre
,	PONfbl	,
Vit	VERcjg	vëoir
sa	DETpos	son
gent	NOMcom	gent
forment	ADVgen	fortement
esmaïe	VERppe	esmayer
E	CONcoo	et
vit	VERcjg	vëoir
la	DETdef	le
guerre	NOMcom	guerre
cumencie	VERppe	commencer
,	PONfbl	,
Vit	VERcjg	vëoir
que	CONsub	que
suvent	ADVgen	souvent
li	PROper	il
meschaeit	VERcjg	méchoir
E	CONcoo	et
vit	VERcjg	vëoir
que	CONsub	que
rien	PROind	rien
ne	ADVneg	ne
cunquereit	VERcjg	conquérir
;	PONfbl	;
Anguissus	ADJqua	angoisseux
fud	VERcjg	être
,	PONfbl	,
mult	ADVgen	moult
s'	PROper	soi
esmaia	VERcjg	esmaiier
,	PONfbl	,
Pensa	VERcjg	penser
e	CONcoo	et
pensa	VERcjg	penser
e	CONcoo	et
duta	VERcjg	douter
;	PONfbl	;
En	PRE	en
dutance	NOMcom	doutance
fud	VERcjg	être
qu'	PROrel	que
il	PROper	il
fereit	VERcjg	faire
,	PONfbl	,
Si	CONsub	si
a	PRE	a
Arthur	NOMpro	Arthur
se	PROper	soi
cumbatreit	VERcjg	combattre
U	PROrel	où
sun	DETpos	son
riere	NOMcom	rièreban
ban	NOMcom	ban
atendreit	VERcjg	attendre
Ki	PROrel	qui
enprés	PRE	emprès
lui	PROper	il
venir	VERinf	venir
deveit	VERcjg	devoir
.	PONfrt	.

La	DETdef	le
bataille	NOMcom	bataille
forment	ADVgen	fortement
dutot	VERcjg	douter
Pur	PRE	pour
ço	PROdem	ce
que	CONsub	que
rien	PROind	rien
n'	ADVneg	ne
i	PROadv	i
guaainot	VERcjg	gagner
.	PONfrt	.

Cunseil	NOMcom	conseil
prist	VERcjg	prendre
qu'	CONsub	que
a	PRE	a
Hostum	NOMpro	Autun
irra	VERcjg	aller
E	CONcoo	et
par	PRE	par
Lengres	NOMpro	Langres
trespassera	VERcjg	trépasser
;	PONfbl	;
Sa	DETpos	son
gent	NOMcom	gent
fist	VERcjg	faire
sumundre	VERinf	semondre
e	CONcoo	et
muveir	VERinf	mouvoir
;	PONfbl	;
A	PRE	a
Lengres	NOMpro	Langres
vindrent	VERcjg	venir
de	PRE	de
halt	ADJqua	haut
seir	NOMcom	soir
,	PONfbl	,
En	PRE	en
la	DETdef	le
cité	NOMcom	cité
se	PROper	soi
herbergierent	VERcjg	héberger
E	CONcoo	et
es	PRE.DETdef	en.le
valees	NOMcom	vallée
se	PROper	soi
logierent	VERcjg	logier
.	PONfrt	.

Lengres	NOMpro	Langres
seeit	VERcjg	être
al	PRE.DETdef	à.le
chief	NOMcom	chief
d'	PRE	de
un	DETndf	un
munt	NOMcom	mont
E	CONcoo	et
les	DETdef	le
valees	NOMcom	vallée
entur	ADVgen	entour
sunt	VERcjg	être
.	PONfrt	.

Arthur	NOMpro	Arthur
sot	VERcjg	savoir
tost	ADVgen	tost
qu'	CONsub	que
il	PROper	il
voldrent	VERcjg	vouloir
faire	VERinf	faire
E	CONcoo	et
quel	DETrel	quel
part	NOMcom	part
il	PROper	il
voleient	VERcjg	vouloir
traire	VERinf	traire
;	PONfbl	;
Bien	ADVgen	bien
sot	VERcjg	savoir
que	CONsub	que
pas	ADVneg	pas
ne	ADVneg	ne
cumbatreit	VERcjg	combattre
Dessi	ADVgen	deci
que	CONsub	que
greinur	ADJqua	graindre
gent	NOMcom	gent
avreit	VERcjg	avoir
;	PONfbl	;
Nes	ADVneg.PROper	ne
volt	VERcjg	vouloir
pas	ADVneg	pas
laissier	VERinf	laisser
sujorner	VERinf	séjourner
Ne	CONcoo	ne
prés	ADVgen	près
de	PRE	de
lui	PROper	il
aseürer	VERinf	assëurer
;	PONfbl	;
A	PRE	a
quanqu'	PROrel	cant
il	PROper	il
pot	VERcjg	pöoir
,	PONfbl	,
celeement	ADVgen	celément
,	PONfbl	,
Fist	VERcjg	faire
sumundre	VERinf	semondre
e	CONcoo	et
mander	VERinf	mander
sa	DETpos	son
gent	NOMcom	gent
.	PONfrt	.

Lengres	NOMpro	Langres
ad	VERcjg	avoir
laissié	VERppe	laisser
a	PRE	a
senestre	NOMcom	senestre
,	PONfbl	,
Ultre	ADVgen	outre
s'	PROper	soi
en	PROadv	en
trespassa	VERcjg	trépasser
a	PRE	a
destre	NOMcom	dextre
;	PONfbl	;
L'	DETdef	le
empereür	NOMcom	empereur
volt	VERcjg	vouloir
devancir	VERinf	devancir
E	CONcoo	et
la	DETdef	le
veie	NOMcom	voie
d'	PRE	de
Hostum	NOMpro	Autun
tolir	VERinf	tolir
.	PONfrt	.

Tute	DETind	tout
noit	NOMcom	nuit
ad	VERcjg	avoir
,	PONfbl	,
dissi	ADVgen	deci
el	PRE.DETdef	en
mein	NOMcom	main
,	PONfbl	,
Erré	VERppe	errer
od	PRE	o
s'	DETpos	son
ost	NOMcom	ost
que	CONcoo	que
bois	NOMcom	bois
,	PONfbl	,
que	CONcoo	que
plein	ADJqua	plein
,	PONfbl	,
Tant	ADVgen	tant
qu'	CONsub	que
il	PROper	il
vint	VERcjg	venir
en	PRE	en
une	DETndf	un
valee	NOMcom	valee
Que	PROrel	que
Soeïse	NOMpro	Saussy
ert	VERcjg	être
apelee	VERppe	appeler
;	PONfbl	;
Par	PRE	par
cele	DETdem	cil
valee	NOMcom	valee
passot	VERcjg	passer
Ki	PROrel	qui
d'	PRE	de
Ostum	NOMpro	Autum
a	PRE	a
Lengres	NOMpro	Langres
alot	VERcjg	aller
.	PONfrt	.

Ses	DETpos	son
humes	NOMcom	homme
fist	VERcjg	faire
Arthur	NOMpro	Arthur
armer	VERinf	armer
E	CONcoo	et
ses	DETpos	son
cumpaignes	NOMcom	compagne
ordener	VERinf	ordonner
,	PONfbl	,
Quel	DETrel	quel
ure	NOMcom	heure
que	PROrel	que
Romein	NOMpro	Romain
venissent	VERcjg	venir
Que	CONsub	que
prestement	ADVgen	prestement
les	PROper	il
recuilissent	VERcjg	recueillir
.	PONfrt	.

Herneis	NOMcom	harnais
e	CONcoo	et
tute	DETind	tout
la	DETdef	le
frapaille	NOMcom	frappaille
Que	CONsub	que
nul	DETind	nul
ués	NOMcom	ues
n'	ADVneg	ne
orent	VERcjg	avoir
en	PRE	en
bataille	NOMcom	bataille
Fist	VERcjg	faire
dejuste	PRE	dejoste
un	DETndf	un
munt	NOMcom	mont
arester	VERinf	arester
E	CONcoo	et
cumpaigne	NOMcom	compagne
d'	PRE	de
armez	VERppe	armer
sembler	VERinf	sembler
,	PONfbl	,
Que	CONsub	que
cil	PROdem	cel
de	PRE	de
Rome	NOMpro	Rome
,	PONfbl	,
s'	CONsub	se
il	PROper	il
les	PROper	il
veient	VERcjg	voir
,	PONfbl	,
De	PRE	de
la	DETdef	le
multitudine	NOMcom	multitudine
s'	PROper	soi
esfreient	VERcjg	effrayer
.	PONfrt	.

Sis	PROcar	six
mil	PROcar	mille
,	PONfbl	,
sis	PROcar	sis
cenz	PROcar	cent
,	PONfbl	,
seisante	PROcar	soixante
e	CONcoo	et
sis	PROcar	sis
En	PRE	en
une	DETndf	un
eschiele	NOMcom	eschelle
,	PONfbl	,
tuz	PROind	tous
de	PRE	de
pris	NOMcom	pris
,	PONfbl	,
Mist	VERcjg	mettre
en	PRE	en
un	DETndf	un
bois	NOMcom	bois
,	PONfbl	,
desus	PRE	dessus
un	DETndf	un
tertre	NOMcom	tertre
,	PONfbl	,
Ne	ADVneg	ne
sai	VERcjg	savoir
a	PRE	a
destre	NOMcom	dextre
u	CONcoo	ou
a	PRE	a
senestre	NOMcom	senestre
.	PONfrt	.

Moruid	NOMpro	Moruit
,	PONfbl	,
li	DETdef	le
cuens	NOMcom	conte
de	PRE	de
Gloëcestre	NOMpro	Gloucester
,	PONfbl	,
Dut	VERcjg	devoir
chevetaine	NOMcom	chevetaine
de	PRE	de
cele	PROdem	cel
estre	VERinf	estre
.	PONfrt	.

A	PRE	a
cels	PROdem	cil
dist	VERcjg	dire
li	DETdef	le
reis	NOMcom	roi
:	PONfbl	:
“	PONpga	“
Ci	ADVgen	ci
estez	VERcjg	ester
!	PONfrt	!

Pur	PRE	pour
nule	DETind	nul
rien	PROind	rien
ne	ADVneg	ne
vus	PROper	vous
movez	VERcjg	movoir
.	PONfrt	.

Si	CONsub	si
mestiers	NOMcom	mestier
est	VERcjg	estre
,	PONfbl	,
ça	ADVgen	ça
turnerai	VERcjg	tourner
E	CONcoo	et
les	DETdef	le
altres	PROind	autre
par	PRE	par
vus	PROper	vous
tendrai	VERcjg	tenir
,	PONfbl	,
E	CONcoo	et
si	CONsub	si
Romein	NOMpro	Romain
,	PONfbl	,
par	PRE	par
aventure	NOMcom	aventure
,	PONfbl	,
Turneient	VERcjg	tourner
a	PRE	a
descunfiture	NOMcom	déconfiture
,	PONfbl	,
Puigniez	VERcjg	poindre
aprés	ADVgen	après
sis	ADVgen.PROper	si.le
ateigniez	VERcjg	atteindre
,	PONfbl	,
Ociez	VERcjg	occire
les	PROper	il
,	PONfbl	,
nes	ADVneg.PROper	ne
esparniez	VERcjg	épargner
!	PONfrt	!

”	PONpdr	”
E	CONcoo	et
cil	PROdem	cel
distrent	VERcjg	dire
:	PONfbl	:
“	PONpga	“
Bien	ADVgen	bien
le	PROper	il
ferum	VERcjg	faire
.	PONfbl	.
”	PONpdr	”
Dunc	ADVgen	donc
prist	VERcjg	prendre
une	DETndf	un
altre	ADJind	autre
legiun	NOMcom	légion
Des	PRE.DETdef	de
nobles	ADJqua	noble
humes	NOMcom	homme
,	PONfbl	,
des	PRE.DETdef	de.le
vassals	NOMcom	vassal
,	PONfbl	,
Healmes	NOMcom	heaume
laciez	VERppe	lacer
,	PONfbl	,
sur	PRE	sur
lur	DETpos	leur
chevals	NOMcom	cheval
,	PONfbl	,
Cels	PROdem	cil
mist	VERcjg	mettre
en	PRE	en
un	DETndf	un
lieu	NOMcom	lieu
plus	ADVgen	plus
veable	ADJqua	voyable
,	PONfbl	,
N'	ADVneg	ne
i	PROadv	i
ot	VERcjg	avoir
fors	PRE	fors
lui	PROper	il
nul	DETind	nul
cunestable	NOMcom	connétable
.	PONfrt	.

La	ADVgen	là
fud	VERcjg	être
sa	DETpos	son
meisnie	NOMcom	maisnie
privee	ADJqua	privé
Qu'	PROrel	que
il	PROper	il
ot	VERcjg	avoir
nurrie	VERppe	nourrir
e	CONcoo	et
alevee	VERppe	alever
.	PONfrt	.

En	PRE	en
mi	NOMcom	mi
fist	VERcjg	faire
tenir	VERinf	tenir
sun	DETpos	son
dragun	NOMcom	dragon
Que	PROrel	que
il	PROper	il
portot	VERcjg	porter
pur	PRE	pour
gumfanun	NOMcom	gonfalon
;	PONfbl	;
Des	PRE.DETdef	de
altres	PROind	autre
tuz	PROind	tous
fist	VERcjg	faire
uit	DETcar	huit
cumpaignes	NOMcom	compagne
,	PONfbl	,
En	PRE	en
chascune	PROind	chascun
ot	VERcjg	avoir
dous	DETcar	deux
chevetaines	NOMcom	chevetaine
;	PONfbl	;
A	PRE	a
cheval	NOMcom	cheval
fud	VERcjg	être
l'	DETdef	le
une	ADJind	un
meitié	NOMcom	moitié
E	CONcoo	et
li	DETdef	le
altre	PROind	autre
furent	VERcjg	estre
a	PRE	a
pié	NOMcom	pié
.	PONfrt	.

A	PRE	a
ces	PROdem	ce
ensemble	ADVgen	ensemble
cumanda	VERcjg	commander
E	CONcoo	et
ço	PROdem	ce
lur	PROper	leur
dist	VERcjg	dire
e	CONcoo	et
lur	PROper	leur
pria	VERcjg	prier
Que	CONsub	que
cil	PROdem	cel
qui	PROrel	que
a	PRE	a
cheval	NOMcom	cheval
serreient	VERcjg	être
,	PONfbl	,
Quant	CONsub	quand
cil	PROdem	cel
a	PRE	a
pié	NOMcom	pié
se	PROper	soi
cumbatreient	VERcjg	combattre
,	PONfbl	,
De	PRE	de
travers	NOMcom	travers
les	DETdef	le
Romeins	NOMpro	Romain
ferissent	VERcjg	férir
E	CONcoo	et
de	PRE	de
travers	NOMcom	travers
les	PROper	il
envaïssent	VERcjg	envahir
.	PONfrt	.

Cinc	DETcar	cinq
mil	DETcar	mille
,	PONfbl	,
cinc	DETcar	cinq
cenz	DETcar	cent
,	PONfbl	,
cinquante	DETcar	cinquante
cinc	DETcar	cinq
Chevaliers	NOMcom	chevalier
tuz	PROind	tous
pris	VERppe	prendre
en	PRE	en
esling	NOMcom	eslinc
Ot	VERcjg	avoir
chascune	DETind	chascun
eschiele	NOMcom	eschelle
numbrez	VERppe	nombrer
,	PONfbl	,
De	PRE	de
tutes	DETind	tous
armes	NOMcom	arme
tuz	ADVgen	tout
armez	VERppe	armer
.	PONfrt	.

En	PRE	en
quatre	PROcar	catre
furent	VERcjg	estre
establies	VERppe	établir
,	PONfbl	,
Les	DETdef	le
cumpaignes	NOMcom	compagne
en	PRE	en
oit	DETcar	huit
parties	NOMcom	partie
,	PONfbl	,
Quatre	PROcar	quatre
detriés	ADVgen	detriès
,	PONfbl	,
quatre	PROcar	catre
devant	ADVgen	devant
;	PONfbl	;
En	PRE	en
mi	NOMcom	mi
fud	VERcjg	être
l'	DETdef	le
autre	ADJind	autre
gent	NOMcom	gent
mult	ADVgen	moult
grant	ADJqua	grant
,	PONfbl	,
Chascun	PROind	chacun
armé	VERppe	armer
en	PRE	en
sa	DETpos	son
maniere	NOMcom	manière
.	PONfrt	.

Le	DETdef	le
frunt	NOMcom	front
de	PRE	de
l'	DETdef	le
eschiele	NOMcom	eschelle
premiere	ADJqua	premier
Ot	VERcjg	avoir
Auguissel	NOMpro	Aguisel
d'	PRE	de
Escoce	NOMpro	Écosse
en	PRE	en
baille	NOMcom	baille
,	PONfbl	,
L'	DETdef	le
autre	PROind	autre
Chador	NOMpro	Cador
de	PRE	de
Cornuaille	NOMpro	Cornouailles
;	PONfbl	;
L'	DETdef	le
autre	ADJind	autre
cumpaigne	NOMcom	compagne
ot	VERcjg	avoir
Bos	NOMpro	Bos
en	PRE	en
mein	NOMcom	main
E	CONcoo	et
li	DETdef	le
cuens	NOMcom	conte
Gerin	NOMpro	Gerin
de	PRE	de
Chartein	NOMpro	Chartres
;	PONfbl	;
La	DETdef	le
tierce	ADJord	tiers
eschiele	NOMcom	eschelle
fud	VERcjg	être
livree	VERppe	livrer
,	PONfbl	,
Bien	ADVgen	bien
cunreee	VERppe	conréer
e	CONcoo	et
bien	ADVgen	bien
armee	VERppe	armer
,	PONfbl	,
A	PRE	a
Aschil	NOMpro	Aschil
,	PONfbl	,
lu	DETdef	le
rei	NOMcom	roi
des	PRE.DETdef	de.le
Daneys	NOMpro	Danois
,	PONfbl	,
E	CONcoo	et
a	PRE	a
Loth	NOMpro	Lot
,	PONfbl	,
lu	DETdef	le
rei	NOMcom	roi
des	PRE.DETdef	de.le
Noreis	NOMpro	Norrois
;	PONfbl	;
La	DETdef	le
quarte	PROord	quart
prist	VERcjg	prendre
Hoel	NOMpro	Hoël
en	PRE	en
guarde	NOMcom	garde
,	PONfbl	,
Walwein	NOMpro	Gauvain
od	PRE	o
lui	PROper	il
,	PONfbl	,
ki	PROrel	qui
ne	ADVneg	ne
cuarde	VERcjg	couarder
.	PONfrt	.

Emprés	PRE	emprès
ces	DETdem	ce
quatre	PROcar	catre
ot	VERcjg	avoir
altres	DETind	autre
quatre	PROcar	catre
Raparaillies	VERppe	rappareiller
a	PRE	a
cumbatre	VERinf	combattre
:	PONfbl	:
De	PRE	de
l'	DETdef	le
une	PROind	un
fud	VERcjg	être
Key	NOMpro	Keu
justisiers	NOMcom	justicier
E	CONcoo	et
Beduer	NOMpro	Bédoier
li	DETdef	le
buteilliers	NOMcom	bouteiller
;	PONfbl	;
Beduer	NOMpro	Bédoier
ot	VERcjg	avoir
les	DETdef	le
Estrueis	NOMpro	Estrueis
,	PONfbl	,
Key	NOMpro	Keu
Angevins	NOMpro	Angevin
e	CONcoo	et
Chinoneis	NOMpro	Chinonais
.	PONfrt	.

Al	PRE.DETdef	à.le
cunte	NOMcom	comte
de	PRE	de
Flandres	NOMpro	Flandres
Holdin	NOMpro	Hodin
E	CONcoo	et
a	PRE	a
Guitard	NOMpro	Guitard
le	DETdef	le
Peitevin	NOMpro	Poitevin
Fud	VERcjg	être
l'	DETdef	le
autre	ADJind	autre
eschiele	NOMcom	eschelle
cumandee	VERppe	commander
,	PONfbl	,
E	CONcoo	et
il	PROper	il
l'	PROper	il
unt	VERcjg	avoir
volentiers	ADVgen	volentiers
guiee	VERppe	guyer
.	PONfrt	.

Quens	NOMcom	comte
Yugeïn	NOMpro	Jugeïn
de	PRE	de
Leïrcestre	NOMpro	Leicester
E	CONcoo	et
Jonathas	NOMpro	Jonatas
de	PRE	de
Dorecestre	NOMpro	Dorchester
La	DETdef	le
setme	ADJord	septième
cumpaigne	NOMcom	compagne
reçurent	VERcjg	recevoir
,	PONfbl	,
Seignur	NOMcom	seigneur
e	CONcoo	et
cunestable	NOMcom	connétable
en	PROadv	en
furent	VERcjg	estre
.	PONfrt	.

Li	DETdef	le
cuens	NOMcom	conte
de	PRE	de
Cestre	NOMpro	Chester
Corsalen	NOMpro	Cursalem
E	CONcoo	et
de	PRE	de
Bade	NOMpro	Bath
li	DETdef	le
cuens	NOMcom	conte
Urgen	NOMpro	Urgent
Orent	VERcjg	avoir
l'	DETdef	le
uitme	ADJord	huitième
eschiele	NOMcom	eschelle
en	PRE	en
baillie	NOMcom	baillie
E	CONcoo	et
Arthur	NOMpro	Arthur
en	PRE	en
els	PROper	eux
mult	ADVgen	moult
